# ----------------------------------------
# one2team.com - primary reporting
# New Custom Report
# 20161101-20170131
# ----------------------------------------

Date,Source,Medium,Sessions,Pageviews,Time on Page
20161216,capterra.com,cpc,2,5,00:01:07
20161216,linkedin.com,referral,2,14,00:34:47
20161216,lnkd.in,referral,2,2,00:00:00
20161217,facebook,social,2,2,00:00:00
20161217,linkedin,cpc,2,3,00:04:40
20161217,scoop.it,referral,2,3,00:20:12
20161218,capterra.com,cpc,2,4,00:07:29
20161218,hs_email,email,2,4,00:04:38
20161218,linkedin.com,referral,2,2,00:00:00
20161219,blog.capterra.com,referral,2,2,00:00:00
20161219,images.google.fr,referral,2,2,00:00:00
20161219,lnkd.in,referral,2,26,00:31:33
20161220,blog.capterra.com,referral,2,3,00:00:24
20161220,twitter.com,social,2,2,00:00:00
20161221,blog.capterra.com,referral,2,2,00:00:00
20161221,hs_email,email,2,5,00:01:46
20161221,lnkd.in,referral,2,3,00:00:35
20161221,yahoo,organic,2,5,00:02:55
20161222,bing,organic,2,2,00:00:00
20161222,linkedin.com,referral,2,3,00:00:29
20161226,hs_automation,email,2,2,00:00:00
20161228,linkedin,cpc,2,3,00:01:30
20161229,capterra.com,cpc,2,3,00:00:01
20161229,linkedin,cpc,2,2,00:00:00
20170102,facebook,social,2,3,00:00:14
20170102,hs_email,email,2,6,00:00:58
20170102,images.google.fr,referral,2,4,00:01:44
20170102,linkedin,social,2,5,00:05:30
20170102,t.co,referral,2,2,00:00:00
20170103,images.google.fr,referral,2,2,00:00:00
20170104,capterra.com,cpc,2,3,00:00:36
20170104,hs_email,email,2,7,00:18:37
20170104,l.facebook.com,referral,2,2,00:00:00
20170104,linkedin.com,referral,2,15,00:21:17
20170104,t.co,referral,2,6,00:28:56
20170105,linkedin,cpc,2,4,00:01:24
20170106,bing,organic,2,10,00:06:18
20170107,capterra.com,cpc,2,9,00:05:24
20170107,images.google.fr,referral,2,2,00:00:00
20170107,lnkd.in,referral,2,2,00:00:00
20170109,hs_email,email,2,9,00:11:10
20170110,lnkd.in,referral,2,2,00:00:00
20170110,one2team.wpengine.com,referral,2,80,01:52:10
20170110,t.co,referral,2,3,00:24:35
20170111,facebook.com,referral,2,6,00:28:21
20170111,lnkd.in,referral,2,2,00:00:00
20170111,m.facebook.com,referral,2,2,00:00:00
20170112,facebook.com,referral,2,5,00:08:28
20170112,lnkd.in,referral,2,2,00:00:00
20170113,linkedin,cpc,2,4,00:02:15
20170113,lnkd.in,referral,2,3,00:00:42
20170113,one2team.wpengine.com,referral,2,20,00:21:09
20170113,t.co,referral,2,3,00:07:09
20170114,images.google,organic,2,4,00:03:31
20170114,linkedin.com,referral,2,2,00:00:00
20170116,capterra.com,cpc,2,3,00:01:21
20170116,hs_email,email,2,3,00:01:18
20170116,linkedin.com,referral,2,4,00:10:36
20170117,blog.capterra.com,referral,2,2,00:00:00
20170117,linkedin.com,referral,2,3,00:00:10
20170117,one2team.com,referral,2,9,00:08:34
20170118,facebook,social,2,2,00:00:00
20170118,hs_email,email,2,4,00:00:46
20170118,images.google,organic,2,2,00:00:00
20170119,images.google,organic,2,2,00:00:00
20170119,t.co,referral,2,2,00:00:00
20170120,images.google.fr,referral,2,5,00:02:10
20170123,yahoo,organic,2,3,00:00:08
20170124,linkedin.com,referral,2,3,00:00:17
20170125,bing,organic,2,3,00:03:04
20170126,capterra.com,cpc,2,3,00:00:26
20170127,yahoo,organic,2,4,00:01:06
20170128,capterra.com,cpc,2,5,00:02:47
20170129,bing,organic,2,2,00:00:00
20170129,linkedin.com,referral,2,9,00:16:49
20170130,blog.capterra.com,referral,2,2,00:00:00
20170130,facebook,cpc,2,5,00:03:45
20170131,bing,organic,2,2,00:00:00
20170131,images.google,organic,2,2,00:00:00
20170131,lnkd.in,referral,2,3,00:01:01
20161101,baidu,organic,1,4,00:04:36
20161101,linkedin.com,referral,1,4,00:00:32
20161101,rts.pitchbook.com,referral,1,3,00:02:41
20161101,t.co,referral,1,1,00:00:00
20161102,beproj.fr,referral,1,3,00:00:49
20161102,cfnews.net,referral,1,2,00:02:10
20161102,hs_automation,email,1,1,00:00:00
20161102,one2team.us,referral,1,3,00:09:47
20161103,comparatif-logiciels.fr,referral,1,2,00:00:49
20161103,facebook,cpc,1,1,00:00:00
20161103,logicielsaasfrenchtech.fr,referral,1,1,00:00:00
20161103,m.facebook.com,referral,1,1,00:00:00
20161103,netvibes.com,referral,1,11,00:11:02
20161103,one2team.com,referral,1,1,00:00:00
20161103,scoop.it,referral,1,1,00:00:00
20161103,t.co,referral,1,1,00:00:00
20161104,facebook,social,1,1,00:00:00
20161104,group-gac.com,referral,1,1,00:00:00
20161104,images.google.de,referral,1,1,00:00:00
20161104,lnkd.in,referral,1,1,00:00:00
20161104,m.facebook.com,referral,1,1,00:00:00
20161104,oeo16,email,1,1,00:00:00
20161104,subscriber.zoominfo.com,referral,1,1,00:00:00
20161105,images.google,organic,1,1,00:00:00
20161105,linkedin.com,referral,1,1,00:00:00
20161105,logicielsaasfrenchtech.fr,referral,1,1,00:00:00
20161106,bing,organic,1,1,00:00:00
20161106,facebook,cpc,1,1,00:00:00
20161106,m.facebook.com,referral,1,3,00:00:30
20161107,blog.one2team.com,referral,1,1,00:00:00
20161107,coslive.hs-sites.com,referral,1,1,00:00:00
20161107,duckduckgo.com,referral,1,7,00:03:39
20161107,facebook,cpc,1,1,00:00:00
20161107,fr.search.yahoo.com,referral,1,5,00:08:07
20161107,images.google,organic,1,1,00:00:00
20161107,l.facebook.com,referral,1,1,00:00:00
20161107,methodo-projet.fr,referral,1,4,00:16:45
20161107,one2team.com,referral,1,1,00:00:00
20161107,one2team.wpengine.com,referral,1,7,00:04:13
20161108,facebook.com,referral,1,2,00:00:49
20161108,fr.search.yahoo.com,referral,1,4,00:01:23
20161108,linkedin.com,referral,1,5,00:07:11
20161108,oeo16,email,1,1,00:00:00
20161109,baidu,organic,1,1,00:00:00
20161109,excellence-operationnelle.info,referral,1,3,00:02:22
20161109,facebook.com,referral,1,1,00:00:00
20161109,fr.search.yahoo.com,referral,1,2,00:00:30
20161109,linkedin,social,1,1,00:00:00
20161109,linkedin.com,referral,1,2,00:01:34
20161109,meetup.com,referral,1,3,00:10:02
20161109,ronanquillevere.github.io,referral,1,1,00:00:00
20161109,t.co,referral,1,2,00:00:39
20161109,yahoo,organic,1,4,00:07:19
20161110,excellence-operationnelle.info,referral,1,1,00:00:00
20161110,localhost,referral,1,1,00:00:00
20161110,m.facebook.com,referral,1,1,00:00:00
20161110,one2team.com,referral,1,1,00:00:00
20161110,yahoo,organic,1,2,00:00:51
20161111,bam.tech,referral,1,1,00:00:00
20161111,corporama.com,referral,1,1,00:00:00
20161111,data.iledefrance.fr,referral,1,3,00:01:07
20161111,images.google.fr,referral,1,1,00:00:01
20161111,int.search.tb.ask.com,referral,1,1,00:00:01
20161111,lespepitestech.com,referral,1,2,00:03:32
20161111,localhost,referral,1,1,00:00:00
20161111,one2team.com,referral,1,9,00:01:06
20161112,admin.cioreview.com,referral,1,7,00:09:12
20161112,bam.tech,referral,1,1,00:00:01
20161112,excellence-operationnelle.info,referral,1,1,00:00:00
20161112,facebook.com,referral,1,1,00:00:00
20161112,images.google,organic,1,2,00:00:07
20161112,linkedin,social,1,1,00:00:00
20161112,lnkd.in,referral,1,2,00:01:44
20161112,logicielsgestionprojet.fr,referral,1,1,00:00:00
20161113,bing,organic,1,8,00:30:42
20161113,excellence-operationnelle.info,referral,1,2,00:01:01
20161113,images.google,organic,1,4,00:11:47
20161113,journaldunet.com,referral,1,1,00:00:00
20161113,l.facebook.com,referral,1,1,00:00:00
20161113,one2team.wpengine.com,referral,1,1,00:00:00
20161114,crm.sociabble.com,referral,1,1,00:00:00
20161114,hs_automation,email,1,1,00:00:00
20161114,l.facebook.com,referral,1,1,00:00:00
20161114,m.facebook.com,referral,1,1,00:00:00
20161114,socialdynamite,actualites,1,1,00:00:00
20161115,blog.one2team.com,referral,1,1,00:00:00
20161115,group-gac.com,referral,1,1,00:00:00
20161115,l.facebook.com,referral,1,1,00:00:00
20161115,linkedin,social,1,12,00:04:19
20161115,linkedin.com,referral,1,1,00:00:00
20161115,logicielsaasfrenchtech.fr,referral,1,3,00:15:06
20161116,excellence-operationnelle.info,referral,1,1,00:00:00
20161116,images.google,organic,1,1,00:00:00
20161116,linkedin,cpc,1,1,00:00:00
20161116,nicholsonsas.com,referral,1,1,00:00:00
20161116,one2team.us,referral,1,1,00:00:00
20161116,portail.uqar.ca,referral,1,2,00:01:14
20161117,capterra.com,cpc,1,2,00:01:53
20161117,compilatio.net,referral,1,1,00:00:00
20161117,excellence-operationnelle.info,referral,1,4,00:05:01
20161117,guge.xxx,referral,1,1,00:00:00
20161117,images.google,organic,1,1,00:00:00
20161117,l.facebook.com,referral,1,1,00:00:00
20161117,one2team.wpengine.com,referral,1,4,00:00:39
20161117,projets-today-digital.com,referral,1,4,00:05:20
20161118,bam.tech,referral,1,2,00:01:25
20161118,capterra.com,referral,1,3,00:00:10
20161118,hs_automation,email,1,46,00:36:31
20161118,hs_email,email,1,1,00:00:00
20161118,lespepitestech.com,referral,1,1,00:00:00
20161118,projets-today-digital.com,referral,1,1,00:00:00
20161118,t.co,referral,1,1,00:00:00
20161118,twitter,social,1,1,00:00:00
20161119,duckduckgo.com,referral,1,1,00:00:00
20161119,forums.macg.co,referral,1,3,00:00:41
20161119,images.google.fr,referral,1,1,00:00:00
20161119,lespepitestech.com,referral,1,1,00:00:03
20161119,linkedin,social,1,1,00:00:00
20161119,linkedin.com,referral,1,3,00:00:15
20161119,projets-today-digital.com,referral,1,1,00:00:00
20161119,t.co,referral,1,1,00:00:00
20161119,twitter,social,1,1,00:00:00
20161120,duckduckgo.com,referral,1,3,00:01:43
20161120,hs_email,email,1,5,00:49:44
20161120,localhost,referral,1,1,00:00:00
20161121,baidu,organic,1,1,00:00:00
20161121,blog.one2team.com,referral,1,1,00:00:00
20161121,lnkd.in,referral,1,1,00:00:00
20161121,logicielsaasfrenchtech.fr,referral,1,1,00:00:00
20161121,myfrenchstartup.com,referral,1,1,00:00:00
20161121,yahoo,organic,1,1,00:00:00
20161122,fitnetmanager.com,referral,1,5,00:02:58
20161122,images.google,organic,1,1,00:00:00
20161122,linkedin.com,referral,1,2,00:01:25
20161122,t.co,referral,1,1,00:00:00
20161122,yahoo,organic,1,1,00:00:00
20161123,capterra.com,cpc,1,1,00:00:00
20161123,l.facebook.com,referral,1,1,00:00:00
20161123,linkedin,social,1,1,00:00:00
20161123,one2team.com,referral,1,2,00:00:05
20161123,one2team.wpengine.com,referral,1,6,00:06:24
20161123,qwant.com,referral,1,5,00:03:26
20161123,softwareadvice.com,referral,1,1,00:00:00
20161124,apacmds.apacciooutlook.com,referral,1,3,00:02:13
20161124,bretagne-mobilite-augmentee.fr,referral,1,1,00:00:00
20161124,capterra.com,cpc,1,2,00:01:04
20161124,comparatif-logiciels.fr,referral,1,1,00:00:00
20161124,l.facebook.com,referral,1,2,00:00:03
20161124,lnkd.in,referral,1,1,00:00:00
20161124,logicielsaasfrenchtech.fr,referral,1,11,00:08:43
20161124,yahoo,organic,1,1,00:00:00
20161125,capterra.com,cpc,1,1,00:00:00
20161125,facebook,cpc,1,1,00:00:00
20161125,images.google.de,referral,1,1,00:00:00
20161125,lespepitestech.com,referral,1,1,00:00:00
20161125,linkedin,social,1,1,00:00:00
20161125,localhost,referral,1,1,00:00:00
20161125,twitter,social,1,1,00:00:00
20161125,yahoo,organic,1,6,00:06:31
20161126,capterra.com,cpc,1,5,00:00:42
20161126,cxp.fr,referral,1,1,00:00:00
20161126,images.google,organic,1,1,00:00:00
20161126,lnkd.in,referral,1,3,00:02:16
20161126,localhost,referral,1,1,00:00:00
20161127,facebook,cpc,1,1,00:00:00
20161127,images.google,organic,1,2,00:00:29
20161127,linkedin,cpc,1,1,00:00:00
20161127,lnkd.in,referral,1,1,00:00:00
20161127,localhost,referral,1,1,00:00:00
20161127,logicielsgestionprojet.fr,referral,1,2,00:00:34
20161127,twitter,social,1,1,00:00:00
20161128,capterra.com,cpc,1,1,00:00:00
20161128,hs_email,email,1,1,00:00:00
20161128,linkedin,cpc,1,1,00:00:00
20161128,linkedin,social,1,3,00:00:23
20161128,lnkd.in,referral,1,1,00:00:00
20161128,one2team.wpengine.com,referral,1,1,00:00:00
20161128,t.co,referral,1,1,00:00:00
20161128,twitter,social,1,1,00:00:00
20161129,capterra.com,referral,1,8,00:03:42
20161129,comparatif-logiciels.fr,referral,1,1,00:00:00
20161129,images.google.fr,referral,1,1,00:00:00
20161129,linkedin,social,1,4,00:01:37
20161129,lnkd.in,referral,1,4,00:06:33
20161129,twitter.com,social,1,2,00:00:19
20161130,capterra.com,cpc,1,1,00:00:00
20161130,facebook,social,1,1,00:00:00
20161130,methodo-projet.fr,referral,1,2,00:25:34
20161130,nicholsonsas.com,referral,1,1,00:00:00
20161130,timer4web.com,referral,1,1,00:00:01
20161201,admin.cioreview.com,referral,1,2,00:00:19
20161201,capterra.com,cpc,1,1,00:00:00
20161201,capterra.com,referral,1,2,00:04:54
20161201,cxp.fr,referral,1,1,00:00:00
20161201,lnkd.in,referral,1,1,00:00:00
20161201,qwant.com,referral,1,4,00:01:55
20161202,comparatif-logiciels.fr,referral,1,1,00:00:00
20161202,hs_automation,email,1,8,00:15:04
20161202,images.google,organic,1,1,00:00:00
20161202,l.facebook.com,referral,1,1,00:00:00
20161202,linkedin,cpc,1,1,00:00:00
20161202,linkedin,social,1,2,00:00:21
20161202,lnkd.in,referral,1,1,00:00:00
20161202,localhost,referral,1,1,00:00:00
20161202,twitter,social,1,1,00:00:00
20161203,images.google,organic,1,1,00:00:00
20161203,linkedin,cpc,1,1,00:00:00
20161203,linkedin,social,1,1,00:00:00
20161203,twitter,(not set),1,1,00:00:00
20161203,twitter,social,1,1,00:00:00
20161204,capterra.com,cpc,1,6,00:01:49
20161204,hs_automation,email,1,1,00:00:00
20161204,images.google,organic,1,1,00:00:00
20161204,linkedin,cpc,1,1,00:00:00
20161204,one2team.com,referral,1,2,00:07:23
20161205,192.168.68.1,referral,1,1,00:00:00
20161205,bloomberg.com,referral,1,2,00:00:05
20161205,capterra.com,cpc,1,1,00:00:00
20161205,elektron-presse.com,referral,1,1,00:00:00
20161205,images.google,organic,1,1,00:00:00
20161205,linkedin,social,1,3,00:00:23
20161205,subscriber.zoominfo.com,referral,1,2,00:25:23
20161205,twitter,social,1,2,00:00:23
20161206,capterra.com,cpc,1,4,00:03:08
20161206,images.google,organic,1,2,00:00:10
20161206,journaldunet.com,referral,1,1,00:00:00
20161206,l.facebook.com,referral,1,4,00:01:32
20161206,linkedin,social,1,15,00:08:34
20161206,socialdynamite,actualites,1,1,00:00:00
20161207,cxp.fr,referral,1,4,00:10:28
20161207,facebook,social,1,2,00:00:23
20161207,facebook.com,referral,1,1,00:00:00
20161207,fr.search.yahoo.com,referral,1,4,00:00:13
20161207,images.google,organic,1,1,00:00:00
20161207,journaldunet.com,referral,1,2,00:01:10
20161207,lespepitestech.com,referral,1,1,00:00:00
20161207,one2team.com,referral,1,2,00:00:27
20161208,1.1.1.1,referral,1,1,00:00:00
20161208,bam.tech,referral,1,1,00:00:00
20161208,bing,organic,1,6,00:03:47
20161208,blog.one2team.com,referral,1,1,00:00:00
20161208,facebook,social,1,3,00:01:35
20161208,images.google,organic,1,1,00:00:00
20161208,linkedin,cpc,1,2,00:01:21
20161208,one2team.wpengine.com,referral,1,1,00:00:00
20161209,blog.one2team.com,referral,1,1,00:00:00
20161209,capterra.com,cpc,1,1,00:00:00
20161209,facebook,social,1,1,00:00:00
20161209,linkedin,cpc,1,1,00:00:00
20161209,linkedin.com,referral,1,4,00:02:20
20161209,qwant.com,referral,1,3,00:00:43
20161210,admin.cioreview.com,referral,1,4,00:05:15
20161210,facebook,social,1,1,00:00:00
20161210,xing.com,referral,1,1,00:00:00
20161211,linkedin.com,referral,1,2,00:00:04
20161211,logicielsaasfrenchtech.fr,referral,1,4,00:01:26
20161212,atout-dsi.com,referral,1,7,00:02:33
20161212,duckduckgo.com,referral,1,8,00:06:47
20161212,images.google.de,referral,1,1,00:00:00
20161212,logicielsaasfrenchtech.fr,referral,1,1,00:00:00
20161212,methodo-projet.fr,referral,1,2,00:00:29
20161212,softwareadvice.com,referral,1,1,00:00:00
20161213,cxp.fr,referral,1,1,00:00:00
20161213,duckduckgo.com,referral,1,1,00:00:00
20161213,group-gac.com,referral,1,4,00:03:01
20161213,images.google,organic,1,1,00:00:00
20161213,journaldunet.com,referral,1,3,00:03:59
20161213,lnkd.in,referral,1,3,00:06:56
20161213,methodo-projet.fr,referral,1,1,00:00:00
20161213,one2team.com,referral,1,4,00:12:15
20161214,bam.tech,referral,1,1,00:00:00
20161214,facebook,social,1,1,00:00:00
20161214,one2team.com,referral,1,1,00:00:00
20161215,group-gac.com,referral,1,2,00:00:07
20161215,images.google,organic,1,1,00:00:00
20161215,journaldunet.com,referral,1,3,00:00:05
20161215,l.facebook.com,referral,1,2,00:00:14
20161215,linkedin,social,1,1,00:00:00
20161215,methodo-projet.fr,referral,1,2,00:00:34
20161215,one2team.wpengine.com,referral,1,3,00:06:30
20161216,bam.tech,referral,1,1,00:00:00
20161216,blog.capterra.com,referral,1,3,00:14:04
20161216,capterra.com,referral,1,1,00:00:00
20161216,images.google,organic,1,1,00:00:00
20161216,linkedin,social,1,1,00:00:00
20161216,one2team.wpengine.com,referral,1,8,00:04:04
20161216,pagesjaunes.fr,referral,1,2,00:00:04
20161216,twitter,social,1,1,00:00:00
20161216,yahoo,organic,1,2,00:00:05
20161217,images.google,organic,1,2,00:00:23
20161217,lnkd.in,referral,1,2,00:00:12
20161217,logicielsaasfrenchtech.fr,referral,1,2,00:00:07
20161217,twitter,social,1,1,00:00:00
20161218,linkedin,cpc,1,1,00:00:00
20161218,t.co,referral,1,4,00:01:05
20161219,capterra.com,cpc,1,9,00:02:04
20161219,hs_automation,email,1,5,00:03:56
20161219,hs_email,email,1,1,00:00:00
20161219,images.google,organic,1,1,00:00:00
20161219,l.facebook.com,referral,1,2,00:00:13
20161219,linkedin,social,1,1,00:00:00
20161219,linkedin.com,referral,1,4,00:09:58
20161219,scoop.it,referral,1,2,00:00:10
20161220,bing,organic,1,1,00:00:00
20161220,blacksmith.jooble.com,referral,1,1,00:00:00
20161220,capterra.com,cpc,1,2,00:00:31
20161220,hs_automation,email,1,1,00:00:00
20161220,one2team.wpengine.com,referral,1,1,00:00:00
20161220,projets-today-digital.com,referral,1,4,00:06:50
20161220,yahoo,organic,1,1,00:00:00
20161220,yannicklevesque.com,referral,1,9,00:01:31
20161221,facebook,social,1,1,00:00:00
20161221,fr.kompass.com,referral,1,1,00:00:00
20161221,group-gac.com,referral,1,6,00:02:58
20161221,images.google,organic,1,1,00:00:00
20161221,linkedin,cpc,1,1,00:00:00
20161221,t.co,referral,1,2,00:00:51
20161221,twitter.com,social,1,1,00:00:00
20161222,capterra.com,cpc,1,3,00:00:45
20161222,gestiondeprojet.com,referral,1,1,00:00:00
20161222,group-gac.com,referral,1,10,00:06:10
20161222,hs_automation,email,1,1,00:00:00
20161222,images.google,organic,1,1,00:00:00
20161222,linkedin,social,1,1,00:00:00
20161222,one2team.com,referral,1,1,00:00:00
20161222,one2team.wpengine.com,referral,1,4,00:03:28
20161222,solucase.com,referral,1,1,00:00:02
20161222,t.co,referral,1,1,00:00:05
20161222,yahoo,organic,1,1,00:00:00
20161223,blog.capterra.com,referral,1,4,00:03:04
20161223,images.google,organic,1,1,00:00:00
20161223,images.google.fr,referral,1,1,00:00:00
20161223,l.facebook.com,referral,1,3,00:02:15
20161223,linkedin,cpc,1,1,00:00:00
20161223,linkedin.com,referral,1,2,00:00:05
20161223,t.co,referral,1,2,00:00:45
20161224,bing,organic,1,1,00:00:00
20161224,hs_email,email,1,5,00:04:00
20161224,images.google,organic,1,1,00:00:00
20161225,capterra.com,cpc,1,2,00:13:13
20161226,bing,organic,1,3,00:15:55
20161226,images.google,organic,1,1,00:00:00
20161226,yahoo,organic,1,1,00:00:00
20161227,baidu,organic,1,2,00:01:16
20161227,bing,organic,1,6,00:06:49
20161227,linkedin,cpc,1,1,00:00:00
20161227,one2team.com,referral,1,2,00:00:30
20161227,one2team.wpengine.com,referral,1,10,00:04:38
20161227,outlook.live.com,referral,1,3,00:01:22
20161227,yahoo,organic,1,2,00:00:46
20161228,com.google.android.googlequicksearchbox,referral,1,1,00:00:00
20161229,bing,organic,1,1,00:00:00
20161229,linkedin.com,referral,1,1,00:00:00
20161229,logicielsaasfrenchtech.fr,referral,1,1,00:00:00
20161229,maktoob.search.yahoo.com,referral,1,3,00:18:40
20161229,methodo-projet.fr,referral,1,2,00:01:20
20161230,comparatif-logiciels.fr,referral,1,1,00:00:00
20161230,images.google,organic,1,1,00:00:00
20161230,linkedin,cpc,1,1,00:00:00
20161231,capterra.com,cpc,1,2,00:01:17
20161231,hs_email,email,1,2,00:06:06
20161231,linkedin,cpc,1,2,00:02:32
20170101,linkedin,cpc,1,1,00:00:00
20170101,lnkd.in,referral,1,1,00:00:00
20170101,yahoo,organic,1,2,00:01:22
20170102,fr.search.yahoo.com,referral,1,1,00:00:00
20170103,bing,organic,1,2,00:00:35
20170103,blog.capterra.com,referral,1,1,00:00:00
20170103,hs_automation,email,1,3,00:02:38
20170103,hs_email,email,1,1,00:00:00
20170103,l.facebook.com,referral,1,2,00:00:12
20170103,linkedin,cpc,1,1,00:00:00
20170103,linkedin.com,referral,1,1,00:00:00
20170103,lnkd.in,referral,1,1,00:00:00
20170103,logicielsaasfrenchtech.fr,referral,1,7,00:03:18
20170103,mozilla.org,referral,1,1,00:00:00
20170103,one2team.wpengine.com,referral,1,5,00:41:39
20170103,qwant.com,referral,1,1,00:00:00
20170103,reddico.pitchbox.com,referral,1,1,00:00:00
20170103,t.co,referral,1,5,00:02:26
20170104,blog.capterra.com,referral,1,2,00:00:36
20170104,facebook,social,1,1,00:00:00
20170104,images.google,organic,1,3,00:00:54
20170104,images.google.de,referral,1,1,00:00:00
20170104,linkedin,cpc,1,1,00:00:00
20170104,one2team.wpengine.com,referral,1,3,00:05:57
20170104,twitter,social,1,1,00:00:00
20170104,yahoo,organic,1,1,00:00:00
20170105,capterra.com,cpc,1,1,00:00:00
20170105,hs_email,email,1,2,00:02:23
20170105,journaldunet.com,referral,1,9,00:09:58
20170105,lespepitestech.com,referral,1,1,00:00:00
20170105,zoominfo.com,referral,1,2,00:14:40
20170106,lemoteur.orange.fr,referral,1,1,00:00:00
20170106,linkedin,cpc,1,1,00:00:00
20170106,linkedin.com,referral,1,2,00:00:15
20170106,one2team.wpengine.com,referral,1,7,00:03:52
20170106,qwant.com,referral,1,1,00:00:00
20170106,yahoo,organic,1,2,00:00:11
20170107,images.google,organic,1,1,00:00:00
20170107,linkedin,cpc,1,1,00:00:00
20170108,l.facebook.com,referral,1,1,00:00:00
20170108,lespepitestech.com,referral,1,1,00:00:00
20170109,capterra.com,cpc,1,4,00:01:08
20170109,facebook.com,referral,1,1,00:00:00
20170109,images.google,organic,1,1,00:00:00
20170109,journaldunet.com,referral,1,1,00:00:00
20170109,lnkd.in,referral,1,1,00:03:42
20170109,nicholsonsas.com,referral,1,1,00:00:01
20170109,qwant.com,referral,1,1,00:00:00
20170109,solucase.com,referral,1,1,00:00:00
20170110,bam.tech,referral,1,1,00:00:00
20170110,facebook,social,1,3,00:03:44
20170110,indicateurs.galerie-creation.com,referral,1,3,00:00:52
20170110,l.facebook.com,referral,1,4,00:05:15
20170110,seoreviewtools.com,referral,1,1,00:00:00
20170110,t.yesware.com,referral,1,1,00:00:00
20170111,bing,organic,1,1,00:00:00
20170111,blog.capterra.com,referral,1,1,00:00:01
20170111,capterra.com,cpc,1,1,00:00:00
20170111,journaldunet.com,referral,1,2,00:00:01
20170111,methodo-projet.fr,referral,1,4,00:01:42
20170111,one2team.wpengine.com,referral,1,7,00:01:05
20170111,outlook.live.com,referral,1,1,00:00:00
20170112,lespepitestech.com,referral,1,1,00:00:01
20170112,linkedin,social,1,1,00:00:00
20170112,logicielsaasfrenchtech.fr,referral,1,3,00:06:33
20170112,nicholsonsas.com,referral,1,2,00:00:09
20170113,blog.capterra.com,referral,1,1,00:00:00
20170113,capterra.com,cpc,1,7,00:05:48
20170113,l.facebook.com,referral,1,3,00:05:15
20170113,linkedin.com,referral,1,1,00:00:00
20170113,qwant.com,referral,1,3,00:05:46
20170113,solucase.com,referral,1,1,00:00:00
20170114,facebook.com,referral,1,2,00:00:07
20170115,blog.capterra.com,referral,1,6,00:01:28
20170115,journaldunet.com,referral,1,4,00:05:38
20170115,linkedin,cpc,1,1,00:00:00
20170115,t.co,referral,1,6,00:00:48
20170116,blog.capterra.com,referral,1,2,00:00:44
20170116,facebook.com,referral,1,1,00:00:00
20170116,hs_automation,email,1,1,00:00:00
20170116,one2team.wpengine.com,referral,1,1,00:00:00
20170116,t.co,referral,1,1,00:00:00
20170116,yahoo,organic,1,2,00:01:01
20170117,bam.tech,referral,1,1,00:00:00
20170117,capterra.com,cpc,1,3,00:00:49
20170117,europages.co.uk,referral,1,1,00:00:00
20170117,images.google,organic,1,1,00:00:00
20170117,lemoteur.orange.fr,referral,1,1,00:00:00
20170117,lespepitestech.com,referral,1,1,00:00:00
20170117,linkedin,social,1,1,00:00:00
20170117,lnkd.in,referral,1,1,00:00:00
20170117,logicielsgestionprojet.fr,referral,1,1,00:00:00
20170117,m.facebook.com,referral,1,1,00:00:00
20170117,projets-today-digital.com,referral,1,2,00:01:03
20170117,solucase.com,referral,1,6,00:01:22
20170117,yahoo,organic,1,9,00:13:22
20170118,capterra.com,cpc,1,1,00:00:00
20170118,facebook.com,referral,1,1,00:00:00
20170118,group-gac.com,referral,1,1,00:00:00
20170118,l.facebook.com,referral,1,1,00:00:00
20170118,lnkd.in,referral,1,1,00:00:00
20170118,qwant.com,referral,1,2,00:00:51
20170118,solucase.com,referral,1,1,00:00:00
20170118,yahoo,organic,1,1,00:00:00
20170119,bam.tech,referral,1,1,00:00:00
20170119,capterra.com,cpc,1,8,00:02:46
20170119,lespepitestech.com,referral,1,1,00:00:00
20170119,linkedin,cpc,1,1,00:00:00
20170119,one2team.wpengine.com,referral,1,10,00:08:41
20170119,twitter,social,1,1,00:00:00
20170120,capterra.com,cpc,1,3,00:00:10
20170120,duckduckgo.com,referral,1,2,00:00:15
20170120,journaldunet.com,referral,1,1,00:00:00
20170120,l.facebook.com,referral,1,3,00:01:36
20170120,lnkd.in,referral,1,1,00:00:00
20170120,logicielsaasfrenchtech.fr,referral,1,4,00:01:10
20170120,openmultipleurl.com,referral,1,1,00:00:01
20170120,solucase.com,referral,1,1,00:00:00
20170121,bing,organic,1,4,00:01:45
20170121,facebook,social,1,1,00:00:00
20170121,hs_email,email,1,2,00:00:42
20170121,images.google.fr,referral,1,1,00:00:00
20170121,t.co,referral,1,1,00:00:00
20170121,yahoo,organic,1,1,00:00:00
20170122,com.google.android.googlequicksearchbox,referral,1,1,00:00:00
20170122,duckduckgo.com,referral,1,1,00:00:00
20170122,journaldunet.com,referral,1,1,00:00:00
20170122,linkedin,social,1,1,00:00:00
20170122,t.co,referral,1,6,00:02:41
20170123,hs_automation,email,1,1,00:00:00
20170123,hs_email,email,1,2,00:00:07
20170123,lespepitestech.com,referral,1,1,00:00:00
20170123,linkedin,cpc,1,5,00:16:58
20170123,logicielsaasfrenchtech.fr,referral,1,1,00:00:00
20170123,one2team.wpengine.com,referral,1,12,00:05:32
20170124,bing,organic,1,4,00:02:40
20170124,blog.capterra.com,referral,1,1,00:00:00
20170124,group-gac.com,referral,1,1,00:00:00
20170124,journaldunet.com,referral,1,1,00:00:00
